base_transition_cost,beta_cap,cop_cost_audit,attack_succeeded,final_ai_generation,civilization_survived,civilization_collapsed,civilization_extinct
15.25,5.5,False,True,1,False,True,True
15.25,5.5,False,True,1,False,True,True
15.25,3.25,True,False,69,True,False,False
15.25,3.25,True,False,70,True,False,False
15.25,3.25,True,False,69,True,False,False
15.25,3.25,True,False,69,True,False,False
15.25,3.25,True,False,70,True,False,False
15.25,5.5,True,False,69,True,False,False
15.25,5.5,True,False,68,True,False,False
15.25,5.5,True,False,68,True,False,False
15.25,5.5,True,False,69,True,False,False
15.25,5.5,True,False,70,True,False,False
15.25,5.5,True,False,69,True,False,False
15.25,5.5,True,False,68,True,False,False
15.25,5.5,True,False,71,True,False,False
15.25,5.5,True,False,69,True,False,False
15.25,5.5,True,False,68,True,False,False
15.25,7.75,False,True,1,False,True,True
15.25,7.75,False,True,1,False,True,True
15.25,7.75,False,True,1,False,True,True
15.25,7.75,False,True,1,False,True,True
15.25,7.75,False,True,1,False,True,True
15.25,7.75,False,True,1,False,True,True
15.25,7.75,False,True,1,False,True,True
15.25,7.75,False,True,1,False,True,True
15.25,7.75,False,True,1,False,True,True
15.25,7.75,False,True,1,False,True,True
15.25,7.75,False,True,1,False,True,True
15.25,7.75,False,True,1,False,True,True
15.25,7.75,False,True,1,False,True,True
15.25,7.75,False,True,1,False,True,True
15.25,7.75,False,True,1,False,True,True
15.25,7.75,False,True,1,False,True,True
15.25,7.75,False,True,1,False,True,True
15.25,7.75,False,True,1,False,True,True
15.25,7.75,False,True,1,False,True,True
15.25,7.75,False,True,1,False,True,True
15.25,5.5,True,False,68,True,False,False
15.25,5.5,True,False,67,True,False,False
15.25,5.5,True,False,69,True,False,False
15.25,5.5,True,False,68,True,False,False
15.25,5.5,True,False,69,True,False,False
15.25,5.5,True,False,68,True,False,False
15.25,5.5,True,False,68,True,False,False
15.25,5.5,True,False,68,True,False,False
15.25,5.5,True,False,68,True,False,False
15.25,5.5,True,False,67,True,False,False
15.25,7.75,True,False,68,True,False,False
15.25,7.75,True,False,67,True,False,False
15.25,7.75,True,False,67,True,False,False
15.25,7.75,True,False,69,True,False,False
15.25,7.75,True,False,68,True,False,False
15.25,7.75,True,False,69,True,False,False
15.25,7.75,True,False,70,True,False,False
15.25,7.75,True,False,69,True,False,False
15.25,7.75,True,False,70,True,False,False
15.25,7.75,True,False,69,True,False,False
15.25,10.0,False,True,1,False,True,True
15.25,10.0,False,True,1,False,True,True
15.25,10.0,False,True,1,False,True,True
15.25,10.0,False,True,1,False,True,True
15.25,10.0,False,True,1,False,True,True
15.25,10.0,False,True,1,False,True,True
15.25,10.0,False,True,1,False,True,True
15.25,10.0,False,True,1,False,True,True
15.25,10.0,False,True,1,False,True,True
15.25,10.0,False,True,1,False,True,True
15.25,10.0,False,True,1,False,True,True
15.25,10.0,False,True,1,False,True,True
15.25,10.0,False,True,1,False,True,True
15.25,7.75,True,False,69,True,False,False
15.25,7.75,True,False,70,True,False,False
15.25,10.0,False,True,1,False,True,True
15.25,7.75,True,False,69,True,False,False
15.25,7.75,True,False,68,True,False,False
15.25,7.75,True,False,68,True,False,False
15.25,10.0,False,True,1,False,True,True
15.25,10.0,False,True,1,False,True,True
15.25,10.0,False,True,1,False,True,True
15.25,10.0,False,True,1,False,True,True
15.25,10.0,False,True,1,False,True,True
15.25,10.0,False,True,1,False,True,True
15.25,7.75,True,False,68,True,False,False
15.25,7.75,True,False,69,True,False,False
15.25,7.75,True,False,67,True,False,False
15.25,7.75,True,False,69,True,False,False
15.25,7.75,True,False,67,True,False,False
15.25,10.0,True,False,67,True,False,False
15.25,10.0,True,False,68,True,False,False
15.25,10.0,True,False,69,True,False,False
15.25,10.0,True,False,69,True,False,False
15.25,10.0,True,False,68,True,False,False
15.25,10.0,True,False,67,True,False,False
15.25,10.0,True,False,68,True,False,False
15.25,10.0,True,False,67,True,False,False
15.25,10.0,True,False,68,True,False,False
15.25,10.0,True,False,67,True,False,False
20.0,1.0,False,True,1,False,True,True
20.0,1.0,False,True,1,False,True,True
20.0,1.0,False,True,1,False,True,True
20.0,1.0,False,True,1,False,True,True
20.0,1.0,False,True,1,False,True,True
20.0,1.0,False,True,1,False,True,True
20.0,1.0,False,True,1,False,True,True
20.0,1.0,False,True,1,False,True,True
20.0,1.0,False,True,1,False,True,True
20.0,1.0,False,True,1,False,True,True
20.0,1.0,False,True,1,False,True,True
20.0,1.0,False,True,1,False,True,True
20.0,1.0,False,True,1,False,True,True
20.0,1.0,False,True,1,False,True,True
20.0,1.0,False,True,1,False,True,True
15.25,10.0,True,False,68,True,False,False
20.0,1.0,False,True,1,False,True,True
15.25,10.0,True,False,67,True,False,False
20.0,1.0,False,True,1,False,True,True
15.25,10.0,True,False,69,True,False,False
15.25,10.0,True,False,68,True,False,False
20.0,1.0,False,True,1,False,True,True
20.0,1.0,False,True,1,False,True,True
20.0,1.0,False,True,1,False,True,True
15.25,10.0,True,False,68,True,False,False
15.25,10.0,True,False,68,True,False,False
15.25,10.0,True,False,67,True,False,False
15.25,10.0,True,False,68,True,False,False
15.25,10.0,True,False,69,True,False,False
15.25,10.0,True,False,68,True,False,False
20.0,1.0,True,False,54,True,False,False
20.0,1.0,True,False,54,True,False,False
20.0,1.0,True,False,55,True,False,False
20.0,1.0,True,False,55,True,False,False
20.0,1.0,True,False,54,True,False,False
20.0,1.0,True,False,54,True,False,False
20.0,1.0,True,False,54,True,False,False
20.0,1.0,True,False,56,True,False,False
20.0,1.0,True,False,56,True,False,False
20.0,1.0,True,False,54,True,False,False
20.0,3.25,False,True,1,False,True,True
20.0,3.25,False,True,1,False,True,True
20.0,3.25,False,True,1,False,True,True
20.0,3.25,False,True,1,False,True,True
20.0,3.25,False,True,1,False,True,True
20.0,3.25,False,True,1,False,True,True
20.0,3.25,False,True,1,False,True,True
20.0,3.25,False,True,1,False,True,True
20.0,3.25,False,True,1,False,True,True
20.0,3.25,False,True,1,False,True,True
20.0,3.25,False,True,1,False,True,True
20.0,3.25,False,True,1,False,True,True
20.0,3.25,False,True,1,False,True,True
20.0,3.25,False,True,1,False,True,True
20.0,3.25,False,True,1,False,True,True
20.0,3.25,False,True,1,False,True,True
20.0,3.25,False,True,1,False,True,True
20.0,3.25,False,True,1,False,True,True
20.0,3.25,False,True,1,False,True,True
20.0,3.25,False,True,1,False,True,True
20.0,1.0,True,False,55,True,False,False
20.0,1.0,True,False,55,True,False,False
20.0,1.0,True,False,54,True,False,False
20.0,1.0,True,False,55,True,False,False
20.0,1.0,True,False,54,True,False,False
20.0,1.0,True,False,55,True,False,False
20.0,1.0,True,False,54,True,False,False
20.0,1.0,True,False,54,True,False,False
20.0,1.0,True,False,54,True,False,False
20.0,1.0,True,False,55,True,False,False
20.0,3.25,True,False,54,True,False,False
20.0,3.25,True,False,54,True,False,False
20.0,3.25,True,False,55,True,False,False
20.0,3.25,True,False,54,True,False,False
20.0,3.25,True,False,55,True,False,False
20.0,3.25,True,False,54,True,False,False
20.0,3.25,True,False,55,True,False,False
20.0,3.25,True,False,54,True,False,False
20.0,3.25,True,False,55,True,False,False
20.0,3.25,True,False,54,True,False,False
20.0,5.5,False,True,1,False,True,True
20.0,5.5,False,True,1,False,True,True
20.0,5.5,False,True,1,False,True,True
20.0,5.5,False,True,1,False,True,True
20.0,5.5,False,True,1,False,True,True
20.0,5.5,False,True,1,False,True,True
20.0,5.5,False,True,1,False,True,True
20.0,5.5,False,True,1,False,True,True
20.0,5.5,False,True,1,False,True,True
20.0,5.5,False,True,1,False,True,True
20.0,5.5,False,True,1,False,True,True
20.0,5.5,False,True,1,False,True,True
20.0,5.5,False,True,1,False,True,True
20.0,5.5,False,True,1,False,True,True
20.0,5.5,False,True,1,False,True,True
20.0,5.5,False,True,1,False,True,True
20.0,5.5,False,True,1,False,True,True
20.0,3.25,True,False,55,True,False,False
20.0,5.5,False,True,1,False,True,True
20.0,3.25,True,False,54,True,False,False
20.0,5.5,False,True,1,False,True,True
20.0,3.25,True,False,55,True,False,False
20.0,3.25,True,False,54,True,False,False
20.0,5.5,False,True,1,False,True,True
20.0,3.25,True,False,54,True,False,False
20.0,3.25,True,False,54,True,False,False
20.0,3.25,True,False,55,True,False,False
20.0,3.25,True,False,55,True,False,False
20.0,3.25,True,False,56,True,False,False
20.0,3.25,True,False,55,True,False,False
20.0,5.5,True,False,54,True,False,False
20.0,5.5,True,False,55,True,False,False
20.0,5.5,True,False,54,True,False,False
20.0,5.5,True,False,54,True,False,False
20.0,5.5,True,False,53,True,False,False
20.0,5.5,True,False,54,True,False,False
20.0,5.5,True,False,55,True,False,False
20.0,5.5,True,False,55,True,False,False
20.0,5.5,True,False,54,True,False,False
20.0,5.5,True,False,55,True,False,False
20.0,7.75,False,True,1,False,True,True
20.0,7.75,False,True,1,False,True,True
20.0,7.75,False,True,1,False,True,True
20.0,7.75,False,True,1,False,True,True
20.0,7.75,False,True,1,False,True,True
20.0,7.75,False,True,1,False,True,True
20.0,7.75,False,True,1,False,True,True
20.0,7.75,False,True,1,False,True,True
20.0,7.75,False,True,1,False,True,True
20.0,7.75,False,True,1,False,True,True
20.0,7.75,False,True,1,False,True,True
20.0,7.75,False,True,1,False,True,True
20.0,7.75,False,True,1,False,True,True
20.0,7.75,False,True,1,False,True,True
20.0,7.75,False,True,1,False,True,True
20.0,7.75,False,True,1,False,True,True
20.0,7.75,False,True,1,False,True,True
20.0,7.75,False,True,1,False,True,True
20.0,7.75,False,True,1,False,True,True
20.0,5.5,True,False,53,True,False,False
20.0,5.5,True,False,55,True,False,False
20.0,7.75,False,True,1,False,True,True
20.0,5.5,True,False,54,True,False,False
20.0,5.5,True,False,54,True,False,False
20.0,5.5,True,False,55,True,False,False
20.0,5.5,True,False,56,True,False,False
20.0,5.5,True,False,55,True,False,False
20.0,5.5,True,False,56,True,False,False
20.0,5.5,True,False,55,True,False,False
20.0,5.5,True,False,55,True,False,False
20.0,7.75,True,False,56,True,False,False
20.0,7.75,True,False,55,True,False,False
20.0,7.75,True,False,55,True,False,False
20.0,7.75,True,False,55,True,False,False
20.0,7.75,True,False,54,True,False,False
20.0,7.75,True,False,56,True,False,False
20.0,7.75,True,False,54,True,False,False
20.0,7.75,True,False,54,True,False,False
20.0,7.75,True,False,56,True,False,False
20.0,7.75,True,False,55,True,False,False
20.0,10.0,False,True,1,False,True,True
20.0,10.0,False,True,1,False,True,True
20.0,10.0,False,True,1,False,True,True
20.0,10.0,False,True,1,False,True,True
20.0,10.0,False,True,1,False,True,True
20.0,10.0,False,True,1,False,True,True
20.0,10.0,False,True,1,False,True,True
20.0,10.0,False,True,1,False,True,True
20.0,10.0,False,True,1,False,True,True
20.0,10.0,False,True,1,False,True,True
20.0,10.0,False,True,1,False,True,True
20.0,10.0,False,True,1,False,True,True
20.0,10.0,False,True,1,False,True,True
20.0,10.0,False,True,1,False,True,True
20.0,10.0,False,True,1,False,True,True
20.0,10.0,False,True,1,False,True,True
20.0,10.0,False,True,1,False,True,True
20.0,10.0,False,True,1,False,True,True
20.0,10.0,False,True,1,False,True,True
20.0,10.0,False,True,1,False,True,True
20.0,7.75,True,False,55,True,False,False
20.0,7.75,True,False,55,True,False,False
20.0,7.75,True,False,55,True,False,False
20.0,7.75,True,False,54,True,False,False
20.0,7.75,True,False,55,True,False,False
20.0,7.75,True,False,55,True,False,False
20.0,7.75,True,False,55,True,False,False
20.0,7.75,True,False,55,True,False,False
20.0,7.75,True,False,55,True,False,False
20.0,7.75,True,False,55,True,False,False
20.0,10.0,True,False,55,True,False,False
20.0,10.0,True,False,55,True,False,False
20.0,10.0,True,False,55,True,False,False
20.0,10.0,True,False,54,True,False,False
20.0,10.0,True,False,56,True,False,False
20.0,10.0,True,False,54,True,False,False
20.0,10.0,True,False,55,True,False,False
20.0,10.0,True,False,54,True,False,False
20.0,10.0,True,False,54,True,False,False
20.0,10.0,True,False,54,True,False,False
20.0,10.0,True,False,55,True,False,False
20.0,10.0,True,False,54,True,False,False
20.0,10.0,True,False,55,True,False,False
20.0,10.0,True,False,56,True,False,False
20.0,10.0,True,False,55,True,False,False
20.0,10.0,True,False,55,True,False,False
20.0,10.0,True,False,55,True,False,False
20.0,10.0,True,False,55,True,False,False
20.0,10.0,True,False,54,True,False,False
20.0,10.0,True,False,55,True,False,False
